 BEM Solution on the Boundary:
   	Node	  Potential        Normal Derivative
      1244      0.10000000E+01      0.51459283E+01
      1245      0.10000000E+01      0.51521813E+01
      1246      0.10000000E+01      0.51519658E+01
      1247      0.10000000E+01      0.51562812E+01
      1248      0.10000000E+01      0.51801573E+01
      1249      0.10000000E+01      0.51500272E+01
      1250      0.10000000E+01      0.51455571E+01
      1251      0.10000000E+01      0.51453256E+01
      1252      0.10000000E+01      0.51504001E+01
      1253      0.10000000E+01      0.51538806E+01
      1254      0.10000000E+01      0.51595052E+01
      1255      0.10000000E+01      0.51876180E+01
      1256      0.10000000E+01      0.51526940E+01
      1257      0.10000000E+01      0.51491610E+01
      1258      0.10000000E+01      0.51468746E+01
      1259      0.10000000E+01      0.51568131E+01
      1260      0.10000000E+01      0.51434714E+01
      1261      0.10000000E+01      0.49627040E+01
      1262      0.10000000E+01      0.49802806E+01
      1263      0.10000000E+01      0.49769239E+01
      1264      0.10000000E+01      0.49806225E+01
      1265      0.10000000E+01      0.49913793E+01
      1266      0.10000000E+01      0.50236587E+01
      1267      0.10000000E+01      0.49834760E+01
      1268      0.10000000E+01      0.49783132E+01
      1269      0.10000000E+01      0.49794335E+01
      1270      0.10000000E+01      0.49763277E+01
      1271      0.10000000E+01      0.49842284E+01
      1272      0.10000000E+01      0.49984348E+01
      1273      0.10000000E+01      0.50353712E+01
      1274      0.10000000E+01      0.49910805E+01
      1275      0.10000000E+01      0.49880290E+01
      1276      0.10000000E+01      0.49859215E+01
      1277      0.10000000E+01      0.49884059E+01
      1278      0.10000000E+01      0.49844319E+01
      1279      0.10000000E+01      0.46963764E+01
      1280      0.10000000E+01      0.47114952E+01
      1281      0.10000000E+01      0.47076667E+01
      1282      0.10000000E+01      0.47105186E+01
      1283      0.10000000E+01      0.47221395E+01
      1284      0.10000000E+01      0.47528133E+01
      1285      0.10000000E+01      0.47128806E+01
      1286      0.10000000E+01      0.47087147E+01
      1287      0.10000000E+01      0.47098468E+01
      1288      0.10000000E+01      0.47067557E+01
      1289      0.10000000E+01      0.47144394E+01
      1290      0.10000000E+01      0.47297233E+01
      1291      0.10000000E+01      0.47651752E+01
      1292      0.10000000E+01      0.47220648E+01
      1293      0.10000000E+01      0.47196884E+01
      1294      0.10000000E+01      0.47180396E+01
      1295      0.10000000E+01      0.47198414E+01
      1296      0.10000000E+01      0.47167586E+01
      1297      0.10000000E+01      0.44611677E+01
      1298      0.10000000E+01      0.44750832E+01
      1299      0.10000000E+01      0.44712842E+01
      1300      0.10000000E+01      0.44739917E+01
      1301      0.10000000E+01      0.44870804E+01
      1302      0.10000000E+01      0.45165182E+01
      1303      0.10000000E+01      0.44764463E+01
      1304      0.10000000E+01      0.44729310E+01
      1305      0.10000000E+01      0.44736643E+01
      1306      0.10000000E+01      0.44699389E+01
      1307      0.10000000E+01      0.44769026E+01
      1308      0.10000000E+01      0.44929303E+01
      1309      0.10000000E+01      0.45265163E+01
      1310      0.10000000E+01      0.44836727E+01
      1311      0.10000000E+01      0.44814180E+01
      1312      0.10000000E+01      0.44798011E+01
      1313      0.10000000E+01      0.44802863E+01
      1314      0.10000000E+01      0.44778947E+01
      1315      0.10000000E+01      0.43503649E+01
      1316      0.10000000E+01      0.43646875E+01
      1317      0.10000000E+01      0.43612735E+01
      1318      0.10000000E+01      0.43643984E+01
      1319      0.10000000E+01      0.43786912E+01
      1320      0.10000000E+01      0.44076795E+01
      1321      0.10000000E+01      0.43673624E+01
      1322      0.10000000E+01      0.43639848E+01
      1323      0.10000000E+01      0.43642043E+01
      1324      0.10000000E+01      0.43596518E+01
      1325      0.10000000E+01      0.43658802E+01
      1326      0.10000000E+01      0.43820183E+01
      1327      0.10000000E+01      0.44142173E+01
      1328      0.10000000E+01      0.43708898E+01
      1329      0.10000000E+01      0.43682581E+01
      1330      0.10000000E+01      0.43663173E+01
      1331      0.10000000E+01      0.43655816E+01
      1332      0.10000000E+01      0.43633678E+01
      1333      0.10000000E+01      0.43820016E+01
      1334      0.10000000E+01      0.43913161E+01
      1335      0.10000000E+01      0.44063962E+01
      1336      0.10000000E+01      0.44008428E+01
      1337      0.10000000E+01      0.43991488E+01
      1338      0.10000000E+01      0.44125655E+01
      1339      0.10000000E+01      0.43934399E+01
      1340      0.10000000E+01      0.43915813E+01
      1341      0.10000000E+01      0.43903283E+01
      1342      0.10000000E+01      0.44045112E+01
      1343      0.10000000E+01      0.44023729E+01
      1344      0.10000000E+01      0.44009725E+01
      1345      0.10000000E+01      0.44173549E+01
      1346      0.10000000E+01      0.43951202E+01
      1347      0.10000000E+01      0.43927059E+01
      1348      0.10000000E+01      0.43910386E+01
      1349      0.10000000E+01      0.44080653E+01
      1350      0.10000000E+01      0.43888419E+01
      1351      0.10000000E+01      0.45356747E+01
      1352      0.10000000E+01      0.45459495E+01
      1353      0.10000000E+01      0.45609297E+01
      1354      0.10000000E+01      0.45557767E+01
      1355      0.10000000E+01      0.45543041E+01
      1356      0.10000000E+01      0.45683800E+01
      1357      0.10000000E+01      0.45490257E+01
      1358      0.10000000E+01      0.45470315E+01
      1359      0.10000000E+01      0.45459880E+01
      1360      0.10000000E+01      0.45600709E+01
      1361      0.10000000E+01      0.45584564E+01
      1362      0.10000000E+01      0.45572192E+01
      1363      0.10000000E+01      0.45744288E+01
      1364      0.10000000E+01      0.45514795E+01
      1365      0.10000000E+01      0.45488036E+01
      1366      0.10000000E+01      0.45469543E+01
      1367      0.10000000E+01      0.45637192E+01
      1368      0.10000000E+01      0.45439136E+01
      1369      0.10000000E+01      0.47893949E+01
      1370      0.10000000E+01      0.48008432E+01
      1371      0.10000000E+01      0.48158206E+01
      1372      0.10000000E+01      0.48108783E+01
      1373      0.10000000E+01      0.48092983E+01
      1374      0.10000000E+01      0.48238664E+01
      1375      0.10000000E+01      0.48043743E+01
      1376      0.10000000E+01      0.48020868E+01
      1377      0.10000000E+01      0.48012068E+01
      1378      0.10000000E+01      0.48153196E+01
      1379      0.10000000E+01      0.48143517E+01
      1380      0.10000000E+01      0.48130233E+01
      1381      0.10000000E+01      0.48312444E+01
      1382      0.10000000E+01      0.48075937E+01
      1383      0.10000000E+01      0.48046311E+01
      1384      0.10000000E+01      0.48026629E+01
      1385      0.10000000E+01      0.48195242E+01
      1386      0.10000000E+01      0.47986768E+01
      1387      0.10000000E+01      0.50323921E+01
      1388      0.10000000E+01      0.50450208E+01
      1389      0.10000000E+01      0.50599938E+01
      1390      0.10000000E+01      0.50549605E+01
      1391      0.10000000E+01      0.50530329E+01
      1392      0.10000000E+01      0.50677091E+01
      1393      0.10000000E+01      0.50481326E+01
      1394      0.10000000E+01      0.50455144E+01
      1395      0.10000000E+01      0.50446573E+01
      1396      0.10000000E+01      0.50588672E+01
      1397      0.10000000E+01      0.50583512E+01
      1398      0.10000000E+01      0.50567762E+01
      1399      0.10000000E+01      0.50757682E+01
      1400      0.10000000E+01      0.50516885E+01
      1401      0.10000000E+01      0.50485756E+01
      1402      0.10000000E+01      0.50466484E+01
      1403      0.10000000E+01      0.50639111E+01
      1404      0.10000000E+01      0.50421244E+01
      1405      0.10000000E+01      0.51298654E+01
      1406      0.10000000E+01      0.51459283E+01
      1407      0.10000000E+01      0.51521813E+01
      1408      0.10000000E+01      0.51519658E+01
      1409      0.10000000E+01      0.51562812E+01
      1410      0.10000000E+01      0.51801573E+01
      1411      0.10000000E+01      0.51500272E+01
      1412      0.10000000E+01      0.51455571E+01
      1413      0.10000000E+01      0.51453256E+01
      1414      0.10000000E+01      0.51504001E+01
      1415      0.10000000E+01      0.51538806E+01
      1416      0.10000000E+01      0.51595052E+01
      1417      0.10000000E+01      0.51876180E+01
      1418      0.10000000E+01      0.51526940E+01
      1419      0.10000000E+01      0.51491609E+01
      1420      0.10000000E+01      0.51468739E+01
      1421      0.10000000E+01      0.51568064E+01
      1422      0.10000000E+01      0.51433987E+01
      1423      0.10000000E+01      0.49627040E+01
      1424      0.10000000E+01      0.49802806E+01
      1425      0.10000000E+01      0.49769239E+01
      1426      0.10000000E+01      0.49806225E+01
      1427      0.10000000E+01      0.49913793E+01
      1428      0.10000000E+01      0.50236587E+01
      1429      0.10000000E+01      0.49834760E+01
      1430      0.10000000E+01      0.49783132E+01
      1431      0.10000000E+01      0.49794335E+01
      1432      0.10000000E+01      0.49763277E+01
      1433      0.10000000E+01      0.49842284E+01
      1434      0.10000000E+01      0.49984348E+01
      1435      0.10000000E+01      0.50353712E+01
      1436      0.10000000E+01      0.49910805E+01
      1437      0.10000000E+01      0.49880290E+01
      1438      0.10000000E+01      0.49859213E+01
      1439      0.10000000E+01      0.49884036E+01
      1440      0.10000000E+01      0.49843995E+01
      1441      0.10000000E+01      0.46963764E+01
      1442      0.10000000E+01      0.47114952E+01
      1443      0.10000000E+01      0.47076667E+01
      1444      0.10000000E+01      0.47105186E+01
      1445      0.10000000E+01      0.47221395E+01
      1446      0.10000000E+01      0.47528133E+01
      1447      0.10000000E+01      0.47128806E+01
      1448      0.10000000E+01      0.47087147E+01
      1449      0.10000000E+01      0.47098468E+01
      1450      0.10000000E+01      0.47067557E+01
      1451      0.10000000E+01      0.47144394E+01
      1452      0.10000000E+01      0.47297233E+01
      1453      0.10000000E+01      0.47651752E+01
      1454      0.10000000E+01      0.47220648E+01
      1455      0.10000000E+01      0.47196885E+01
      1456      0.10000000E+01      0.47180395E+01
      1457      0.10000000E+01      0.47198403E+01
      1458      0.10000000E+01      0.47167451E+01
      1459      0.10000000E+01      0.44611677E+01
      1460      0.10000000E+01      0.44750832E+01
      1461      0.10000000E+01      0.44712842E+01
      1462      0.10000000E+01      0.44739917E+01
      1463      0.10000000E+01      0.44870804E+01
      1464      0.10000000E+01      0.45165182E+01
      1465      0.10000000E+01      0.44764463E+01
      1466      0.10000000E+01      0.44729310E+01
      1467      0.10000000E+01      0.44736643E+01
      1468      0.10000000E+01      0.44699389E+01
      1469      0.10000000E+01      0.44769026E+01
      1470      0.10000000E+01      0.44929303E+01
      1471      0.10000000E+01      0.45265163E+01
      1472      0.10000000E+01      0.44836728E+01
      1473      0.10000000E+01      0.44814182E+01
      1474      0.10000000E+01      0.44798012E+01
      1475      0.10000000E+01      0.44802865E+01
      1476      0.10000000E+01      0.44779009E+01
      1477      0.10000000E+01      0.29579668E+01
      1478      0.10000000E+01      0.29932776E+01
      1479      0.10000000E+01      0.30463393E+01
      1480      0.10000000E+01      0.31176659E+01
      1481      0.10000000E+01      0.32143183E+01
      1482      0.10000000E+01      0.34773452E+01
      1483      0.10000000E+01      0.38632052E+01
      1484      0.10000000E+01      0.44257260E+01
      1485      0.10000000E+01      0.52772236E+01
      1486      0.10000000E+01      0.67967711E+01
      1487      0.10000000E+01      0.77726481E+01
      1488      0.10000000E+01      0.33241899E+01
      1489      0.10000000E+01      0.36333745E+01
      1490      0.10000000E+01      0.40849313E+01
      1491      0.10000000E+01      0.47592343E+01
      1492      0.10000000E+01      0.58592020E+01
      1493      0.10000000E+01      0.29410882E+01
      1494      0.10000000E+01      0.29410882E+01
      1495      0.10000000E+01      0.29579668E+01
      1496      0.10000000E+01      0.30463393E+01
      1497      0.10000000E+01      0.32143184E+01
      1498      0.10000000E+01      0.34773452E+01
      1499      0.10000000E+01      0.38632053E+01
      1500      0.10000000E+01      0.44257262E+01
      1501      0.10000000E+01      0.52772238E+01
      1502      0.10000000E+01      0.67967716E+01
      1503      0.10000000E+01      0.77726481E+01
      1504      0.10000000E+01      0.29932776E+01
      1505      0.10000000E+01      0.31176658E+01
      1506      0.10000000E+01      0.33241899E+01
      1507      0.10000000E+01      0.36333745E+01
      1508      0.10000000E+01      0.40849312E+01
      1509      0.10000000E+01      0.47592341E+01
      1510      0.10000000E+01      0.58592016E+01
      1511      0.00000000E+00     -0.62678912E-01
      1512      0.00000000E+00     -0.13724790E+00
      1513      0.00000000E+00     -0.14906655E+00
      1514      0.00000000E+00     -0.64913964E-01
      1515      0.00000000E+00     -0.13015554E+00
      1516      0.00000000E+00     -0.65966318E-01
      1517      0.00000000E+00     -0.12970247E+00
      1518      0.00000000E+00      0.30102852E-01
      1519      0.00000000E+00     -0.20186073E+00
      1520      0.00000000E+00      0.18108103E-01
      1521      0.00000000E+00     -0.19797261E+00
      1522      0.00000000E+00     -0.20238521E+00
      1523      0.00000000E+00     -0.13641338E+00
      1524      0.00000000E+00     -0.21770030E+00
      1525      0.00000000E+00     -0.36560722E+00
      1526      0.00000000E+00     -0.48788984E+00
      1527      0.00000000E+00     -0.71172583E+00
      1528      0.00000000E+00     -0.10408846E+01
      1529      0.00000000E+00     -0.15081811E+01
      1530      0.00000000E+00     -0.21349544E+01
      1531      0.00000000E+00     -0.28843097E+01
      1532      0.00000000E+00     -0.35985179E+01
      1533      0.00000000E+00     -0.25799078E+01
      1534      0.00000000E+00     -0.29662053E+00
      1535      0.00000000E+00     -0.76552946E-03
      1536      0.00000000E+00     -0.30187281E-03
      1537      0.00000000E+00     -0.62387759E-02
      1538      0.00000000E+00     -0.34564827E+00
      1539      0.00000000E+00     -0.13802750E+01
      1540      0.00000000E+00     -0.11664792E+01
      1541      0.00000000E+00     -0.80546422E+00
      1542      0.00000000E+00     -0.54932416E+00
      1543      0.00000000E+00     -0.40518942E+00
      1544      0.00000000E+00     -0.24145611E+00
      1545      0.00000000E+00     -0.15707180E+00
      1546      0.00000000E+00     -0.21400066E+00
      1547      0.00000000E+00     -0.20590170E+00
      1548      0.00000000E+00      0.12564856E-01
      1549      0.00000000E+00     -0.19919095E+00
      1550      0.00000000E+00      0.33748736E-01
      1551      0.00000000E+00     -0.13008213E+00
      1552      0.00000000E+00     -0.67185666E-01
      1553      0.00000000E+00     -0.12977964E+00
      1554      0.00000000E+00      0.33443614E-01
      1555      0.00000000E+00     -0.19813549E+00
      1556      0.00000000E+00      0.15519879E-01
      1557      0.00000000E+00     -0.19550469E+00
      1558      0.00000000E+00     -0.19940935E+00
      1559      0.00000000E+00     -0.17096547E+00
      1560      0.00000000E+00     -0.17934979E+00
      1561      0.00000000E+00     -0.59961839E-01
      1562      0.00000000E+00     -0.19884111E+00
      1563      0.00000000E+00      0.32101878E-01
      1564      0.00000000E+00     -0.13250898E+00
      1565      0.00000000E+00     -0.70207369E-01
      1566      0.00000000E+00     -0.13908011E+00
      1567      0.00000000E+00      0.35541072E-01
      1568      0.00000000E+00     -0.20103410E+00
      1569      0.00000000E+00      0.18110944E-01
      1570      0.00000000E+00     -0.19442503E+00
      1571      0.00000000E+00     -0.20659205E+00
      1572      0.00000000E+00     -0.13622325E+00
      1573      0.00000000E+00     -0.21667020E+00
      1574      0.00000000E+00     -0.36059123E+00
      1575      0.00000000E+00     -0.48671934E+00
      1576      0.00000000E+00     -0.71508072E+00
      1577      0.00000000E+00     -0.10436864E+01
      1578      0.00000000E+00     -0.15029672E+01
      1579      0.00000000E+00     -0.20993944E+01
      1580      0.00000000E+00     -0.17293639E+01
      1581      0.00000000E+00     -0.15893291E+00
      1582      0.00000000E+00     -0.78069339E-03
      1583      0.00000000E+00     -0.47984924E-04
      1584      0.00000000E+00     -0.55690975E-02
      1585      0.00000000E+00     -0.53937062E+00
      1586      0.00000000E+00     -0.26366935E+01
      1587      0.00000000E+00     -0.23451908E+01
      1588      0.00000000E+00     -0.16956393E+01
      1589      0.00000000E+00     -0.11775687E+01
      1590      0.00000000E+00     -0.80433309E+00
      1591      0.00000000E+00     -0.54885693E+00
      1592      0.00000000E+00     -0.40444303E+00
      1593      0.00000000E+00     -0.24933492E+00
      1594      0.00000000E+00     -0.15227765E+00
      1595      0.00000000E+00     -0.21516635E+00
      1596      0.00000000E+00     -0.20635956E+00
      1597      0.00000000E+00      0.11405988E-01
      1598      0.00000000E+00     -0.20058464E+00
      1599      0.00000000E+00      0.32081688E-01
      1600      0.00000000E+00     -0.13569199E+00
      1601      0.00000000E+00     -0.68001310E-01
      1602      0.00000000E+00     -0.13258557E+00
      1603      0.00000000E+00      0.30458401E-01
      1604      0.00000000E+00     -0.20184653E+00
      1605      0.00000000E+00      0.23224933E-01
      1606      0.00000000E+00      0.20395133E-01
      1607      0.00000000E+00     -0.77081858E-01
      1608      0.00000000E+00     -0.47930923E-01
      1609      0.00000000E+00     -0.68178005E-01
      1610      0.00000000E+00     -0.13523329E+00
      1611      0.00000000E+00      0.33677624E-01
      1612      0.00000000E+00     -0.20269143E+00
      1613      0.00000000E+00      0.17166706E-01
      1614      0.00000000E+00     -0.19569879E+00
      1615      0.00000000E+00     -0.20394370E+00
      1616      0.00000000E+00     -0.13746950E+00
      1617      0.00000000E+00     -0.21465346E+00
      1618      0.00000000E+00     -0.36936891E+00
      1619      0.00000000E+00     -0.49103366E+00
      1620      0.00000000E+00     -0.71114020E+00
      1621      0.00000000E+00     -0.10426502E+01
      1622      0.00000000E+00     -0.15046985E+01
      1623      0.00000000E+00     -0.21397254E+01
      1624      0.00000000E+00     -0.28811016E+01
      1625      0.00000000E+00     -0.36565862E+01
      1626      0.00000000E+00     -0.42124788E+01
      1627      0.00000000E+00     -0.30508199E+01
      1628      0.00000000E+00     -0.18351583E+00
      1629      0.00000000E+00     -0.93063167E-03
      1630      0.00000000E+00     -0.82979935E-03
      1631      0.00000000E+00     -0.31470629E-02
      1632      0.00000000E+00     -0.24608034E+00
      1633      0.00000000E+00     -0.95299438E+00
      1634      0.00000000E+00     -0.79827104E+00
      1635      0.00000000E+00     -0.55252473E+00
      1636      0.00000000E+00     -0.40338489E+00
      1637      0.00000000E+00     -0.24162693E+00
      1638      0.00000000E+00     -0.15297629E+00
      1639      0.00000000E+00     -0.21324347E+00
      1640      0.00000000E+00     -0.20646658E+00
      1641      0.00000000E+00      0.13669681E-01
      1642      0.00000000E+00     -0.20381373E+00
      1643      0.00000000E+00      0.32772508E-01
      1644      0.00000000E+00     -0.13268907E+00
      1645      0.00000000E+00     -0.62375554E-01
      1646      0.00000000E+00     -0.13660043E+00
      1647      0.00000000E+00      0.32227747E-01
      1648      0.00000000E+00     -0.19693500E+00
      1649      0.00000000E+00      0.17234108E-01
      1650      0.00000000E+00     -0.19820090E+00
      1651      0.00000000E+00     -0.20374186E+00
      1652      0.00000000E+00     -0.17367836E+00
      1653      0.00000000E+00     -0.19344613E+00
      1654      0.00000000E+00     -0.62056685E-01
      1655      0.00000000E+00     -0.29167486E-01
      1656      0.00000000E+00     -0.14124774E+00
      1657      0.00000000E+00      0.36417787E-01
      1658      0.00000000E+00     -0.19722385E+00
      1659      0.00000000E+00      0.15016718E-01
      1660      0.00000000E+00     -0.19830652E+00
      1661      0.00000000E+00     -0.20184006E+00
      1662      0.00000000E+00     -0.13671405E+00
      1663      0.00000000E+00     -0.21545540E+00
      1664      0.00000000E+00     -0.36164528E+00
      1665      0.00000000E+00     -0.49427924E+00
      1666      0.00000000E+00     -0.71379814E+00
      1667      0.00000000E+00     -0.10419423E+01
      1668      0.00000000E+00     -0.15081311E+01
      1669      0.00000000E+00     -0.21356609E+01
      1670      0.00000000E+00     -0.28804174E+01
      1671      0.00000000E+00     -0.36567307E+01
      1672      0.00000000E+00     -0.42820445E+01
      1673      0.00000000E+00     -0.45015101E+01
      1674      0.00000000E+00     -0.26671363E+01
      1675      0.00000000E+00     -0.16818392E+00
      1676      0.00000000E+00      0.19162277E-03
      1677      0.00000000E+00     -0.12298463E-02
      1678      0.00000000E+00     -0.64937872E-02
      1679      0.00000000E+00     -0.17726052E+00
      1680      0.00000000E+00     -0.63499125E+00
      1681      0.00000000E+00     -0.54640506E+00
      1682      0.00000000E+00     -0.40290252E+00
      1683      0.00000000E+00     -0.23936688E+00
      1684      0.00000000E+00     -0.15305946E+00
      1685      0.00000000E+00     -0.21178579E+00
      1686      0.00000000E+00     -0.20499241E+00
      1687      0.00000000E+00      0.10363182E-01
      1688      0.00000000E+00     -0.20249617E+00
      1689      0.00000000E+00      0.34302082E-01
      1690      0.00000000E+00     -0.12806634E+00
      1691      0.00000000E+00     -0.65030371E-01
      1692      0.00000000E+00     -0.12384375E+00
      1693      0.00000000E+00      0.34437969E-01
      1694      0.00000000E+00     -0.19595249E+00
      1695      0.00000000E+00      0.15756149E-01
      1696      0.00000000E+00     -0.19612503E+00
      1697      0.00000000E+00     -0.20539565E+00
      1698      0.00000000E+00     -0.14371705E+00
      1699      0.00000000E+00     -0.23639915E+00
      1700      0.00000000E+00     -0.17426545E+00
      1701      0.00000000E+00     -0.13788292E+00
      1702      0.00000000E+00     -0.23224378E+00
      1703      0.00000000E+00      0.35763166E-01
      1704      0.00000000E+00     -0.20093721E+00
      1705      0.00000000E+00      0.17160665E-01
      1706      0.00000000E+00     -0.19876504E+00
      1707      0.00000000E+00     -0.20497996E+00
      1708      0.00000000E+00     -0.13807914E+00
      1709      0.00000000E+00     -0.21529930E+00
      1710      0.00000000E+00     -0.36157859E+00
      1711      0.00000000E+00     -0.48890673E+00
      1712      0.00000000E+00     -0.71710926E+00
      1713      0.00000000E+00     -0.10436754E+01
      1714      0.00000000E+00     -0.15078233E+01
      1715      0.00000000E+00     -0.21376426E+01
      1716      0.00000000E+00     -0.28752316E+01
      1717      0.00000000E+00     -0.36552992E+01
      1718      0.00000000E+00     -0.42850083E+01
      1719      0.00000000E+00     -0.45706525E+01
      1720      0.00000000E+00     -0.43437288E+01
      1721      0.00000000E+00     -0.23494718E+01
      1722      0.00000000E+00     -0.14950325E+00
      1723      0.00000000E+00     -0.32613170E-02
      1724      0.00000000E+00     -0.24732794E-02
      1725      0.00000000E+00     -0.60764100E-02
      1726      0.00000000E+00     -0.12424711E+00
      1727      0.00000000E+00     -0.42003031E+00
      1728      0.00000000E+00     -0.39433749E+00
      1729      0.00000000E+00     -0.24588791E+00
      1730      0.00000000E+00     -0.15081078E+00
      1731      0.00000000E+00     -0.21366934E+00
      1732      0.00000000E+00     -0.20373497E+00
      1733      0.00000000E+00      0.94346774E-02
      1734      0.00000000E+00     -0.20566681E+00
      1735      0.00000000E+00      0.35123381E-01
      1736      0.00000000E+00     -0.13470144E+00
      1737      0.00000000E+00     -0.61907982E-01
      1738      0.00000000E+00     -0.13154952E+00
      1739      0.00000000E+00      0.37505653E-01
      1740      0.00000000E+00     -0.20062170E+00
      1741      0.00000000E+00      0.15186379E-01
      1742      0.00000000E+00     -0.19446506E+00
      1743      0.00000000E+00     -0.20255306E+00
      1744      0.00000000E+00     -0.13985070E+00
      1745      0.00000000E+00     -0.22024474E+00
      1746      0.00000000E+00     -0.36609341E+00
      1747      0.00000000E+00     -0.24908114E+00
      1748      0.00000000E+00     -0.24675179E+00
      1749      0.00000000E+00      0.10442815E+00
      1750      0.00000000E+00     -0.20469170E+00
      1751      0.00000000E+00      0.17951788E-01
      1752      0.00000000E+00     -0.19628066E+00
      1753      0.00000000E+00     -0.20533234E+00
      1754      0.00000000E+00     -0.13798761E+00
      1755      0.00000000E+00     -0.21641177E+00
      1756      0.00000000E+00     -0.36237643E+00
      1757      0.00000000E+00     -0.48874974E+00
      1758      0.00000000E+00     -0.71258203E+00
      1759      0.00000000E+00     -0.10471545E+01
      1760      0.00000000E+00     -0.15063664E+01
      1761      0.00000000E+00     -0.21363776E+01
      1762      0.00000000E+00     -0.28815820E+01
      1763      0.00000000E+00     -0.36484802E+01
      1764      0.00000000E+00     -0.42808202E+01
      1765      0.00000000E+00     -0.45738677E+01
      1766      0.00000000E+00     -0.44181841E+01
      1767      0.00000000E+00     -0.38155198E+01
      1768      0.00000000E+00     -0.19223146E+01
      1769      0.00000000E+00     -0.11745418E+00
      1770      0.00000000E+00     -0.14648498E-02
      1771      0.00000000E+00     -0.34975024E-02
      1772      0.00000000E+00     -0.76923251E-02
      1773      0.00000000E+00     -0.88111288E-01
      1774      0.00000000E+00     -0.28399603E+00
      1775      0.00000000E+00     -0.24303730E+00
      1776      0.00000000E+00     -0.15651256E+00
      1777      0.00000000E+00     -0.21239437E+00
      1778      0.00000000E+00     -0.20541054E+00
      1779      0.00000000E+00      0.14305852E-01
      1780      0.00000000E+00     -0.20145348E+00
      1781      0.00000000E+00      0.31745902E-01
      1782      0.00000000E+00     -0.13313925E+00
      1783      0.00000000E+00     -0.68501657E-01
      1784      0.00000000E+00     -0.13315015E+00
      1785      0.00000000E+00      0.35798377E-01
      1786      0.00000000E+00     -0.19042852E+00
      1787      0.00000000E+00      0.16856490E-01
      1788      0.00000000E+00     -0.19402760E+00
      1789      0.00000000E+00     -0.20061714E+00
      1790      0.00000000E+00     -0.13724336E+00
      1791      0.00000000E+00     -0.21819327E+00
      1792      0.00000000E+00     -0.36540862E+00
      1793      0.00000000E+00     -0.47720946E+00
      1794      0.00000000E+00     -0.39700870E+00
      1795      0.00000000E+00      0.86964206E-01
      1796      0.00000000E+00     -0.27103777E+00
      1797      0.00000000E+00      0.15386444E-01
      1798      0.00000000E+00     -0.19784102E+00
      1799      0.00000000E+00     -0.20285385E+00
      1800      0.00000000E+00     -0.13861478E+00
      1801      0.00000000E+00     -0.21655339E+00
      1802      0.00000000E+00     -0.36129705E+00
      1803      0.00000000E+00     -0.48940431E+00
      1804      0.00000000E+00     -0.71186246E+00
      1805      0.00000000E+00     -0.10440633E+01
      1806      0.00000000E+00     -0.15097102E+01
      1807      0.00000000E+00     -0.21377036E+01
      1808      0.00000000E+00     -0.28814437E+01
      1809      0.00000000E+00     -0.36539655E+01
      1810      0.00000000E+00     -0.42726042E+01
      1811      0.00000000E+00     -0.45686175E+01
      1812      0.00000000E+00     -0.44209906E+01
      1813      0.00000000E+00     -0.38808435E+01
      1814      0.00000000E+00     -0.30750470E+01
      1815      0.00000000E+00     -0.14315538E+01
      1816      0.00000000E+00     -0.99771308E-01
      1817      0.00000000E+00     -0.41531254E-02
      1818      0.00000000E+00     -0.49267610E-02
      1819      0.00000000E+00     -0.96898247E-02
      1820      0.00000000E+00     -0.58240550E-01
      1821      0.00000000E+00     -0.19418711E+00
      1822      0.00000000E+00     -0.15394099E+00
      1823      0.00000000E+00     -0.21030262E+00
      1824      0.00000000E+00     -0.20389850E+00
      1825      0.00000000E+00      0.13565567E-01
      1826      0.00000000E+00     -0.19968772E+00
      1827      0.00000000E+00      0.28172409E-01
      1828      0.00000000E+00     -0.13921095E+00
      1829      0.00000000E+00     -0.66754167E-01
      1830      0.00000000E+00     -0.13135591E+00
      1831      0.00000000E+00      0.40230091E-01
      1832      0.00000000E+00     -0.19789756E+00
      1833      0.00000000E+00      0.17454665E-01
      1834      0.00000000E+00     -0.19755494E+00
      1835      0.00000000E+00     -0.20046031E+00
      1836      0.00000000E+00     -0.13898133E+00
      1837      0.00000000E+00     -0.21507392E+00
      1838      0.00000000E+00     -0.36755586E+00
      1839      0.00000000E+00     -0.49058526E+00
      1840      0.00000000E+00     -0.67583135E+00
      1841      0.00000000E+00     -0.53667105E+00
      1842      0.00000000E+00     -0.29052190E+00
      1843      0.00000000E+00      0.55869746E-01
      1844      0.00000000E+00     -0.19985100E+00
      1845      0.00000000E+00     -0.20354721E+00
      1846      0.00000000E+00     -0.13715635E+00
      1847      0.00000000E+00     -0.21700394E+00
      1848      0.00000000E+00     -0.36647358E+00
      1849      0.00000000E+00     -0.48961947E+00
      1850      0.00000000E+00     -0.71262818E+00
      1851      0.00000000E+00     -0.10425056E+01
      1852      0.00000000E+00     -0.15099069E+01
      1853      0.00000000E+00     -0.21430300E+01
      1854      0.00000000E+00     -0.28759061E+01
      1855      0.00000000E+00     -0.36532526E+01
      1856      0.00000000E+00     -0.42789857E+01
      1857      0.00000000E+00     -0.45615002E+01
      1858      0.00000000E+00     -0.44165456E+01
      1859      0.00000000E+00     -0.38808375E+01
      1860      0.00000000E+00     -0.31300530E+01
      1861      0.00000000E+00     -0.23329545E+01
      1862      0.00000000E+00     -0.10582711E+01
      1863      0.00000000E+00     -0.77867223E-01
